Bill No,Transaction Date,Menu Item,Item Category,Guest ID,Bill Amount,Qty,Outlet
B01642,2023-12-15 11:00:00,Sandwich,Food,G0253,450.24,3,Indiranagar
B01643,2024-02-07 02:00:00,Cold Brew,Beverage,G0292,252.5,2,Indiranagar
B01644,2023-05-28 21:00:00,Croissant,Food,G0244,342.19,1,Koramangala
B01645,2023-06-24 21:00:00,Cappuccino,Food,G0123,239.22,1,MG Road
B01646,2023-10-20 01:00:00,Sandwich,Beverage,G0299,290.55,3,Indiranagar
B01647,2023-10-05 19:00:00,Cappuccino,Food,G0283,170.94,3,MG Road
B01648,2023-04-07 18:00:00,Cappuccino,Beverage,G0032,584.77,3,Koramangala
B01649,2024-02-14 12:00:00,Latte,Beverage,G0334,85.71,2,MG Road
B01650,2024-04-16 03:00:00,Sandwich,Food,G0377,582.97,1,Koramangala
B01651,2023-06-20 10:00:00,Croissant,Food,G0146,405.86,3,MG Road
B01652,2023-10-18 00:00:00,Tea,Food,G0156,269.04,2,Indiranagar
B01653,2023-05-06 04:00:00,Latte,Beverage,G0016,492.14,3,Koramangala
B01654,2023-08-03 00:00:00,Cappuccino,Food,G0355,369.42,1,Indiranagar
B01655,2023-01-14 17:00:00,Tea,Beverage,G0047,364.49,3,Koramangala
B01656,2023-06-01 16:00:00,Muffin,Food,G0251,142.78,1,MG Road
B01657,2024-05-18 14:00:00,Tea,Food,G0187,302.02,2,MG Road
B01658,2023-11-29 14:00:00,Cappuccino,Food,G0031,217.41,2,Koramangala
B01659,2023-06-21 03:00:00,Cappuccino,Beverage,G0260,88.95,3,Koramangala
B01660,2023-02-25 21:00:00,Cold Brew,Food,G0017,285.26,1,Koramangala
B01661,2024-05-08 23:00:00,Sandwich,Food,G0039,131.2,1,MG Road
B01662,2023-12-17 07:00:00,Sandwich,Beverage,G0304,226.39,1,Koramangala
B01663,2023-01-15 02:00:00,Latte,Beverage,G0039,132.73,3,Koramangala
B01664,2023-09-03 15:00:00,Croissant,Food,G0132,137.54,1,Indiranagar
B01665,2024-05-25 14:00:00,Latte,Food,G0030,193.44,1,Koramangala
B01666,2023-04-23 20:00:00,Espresso,Food,G0158,649.91,1,Indiranagar
B01667,2024-04-17 16:00:00,Cappuccino,Beverage,G0278,81.24,1,Indiranagar
B01668,2023-03-14 22:00:00,Tea,Beverage,G0203,444.04,3,Indiranagar
B01669,2023-08-22 12:00:00,Muffin,Beverage,G0066,160.51,3,MG Road
B01670,2023-04-11 21:00:00,Cappuccino,Beverage,G0108,604.76,1,Indiranagar
B01671,2023-10-24 15:00:00,Cappuccino,Food,G0268,133.37,1,Koramangala
B01672,2024-01-06 21:00:00,Latte,Beverage,G0222,624.39,2,MG Road
B01673,2023-08-10 15:00:00,Muffin,Beverage,G0292,428.23,2,MG Road
B01674,2023-10-03 09:00:00,Muffin,Beverage,G0018,80.72,1,MG Road
B01675,2023-08-13 11:00:00,Muffin,Food,G0090,589.58,1,MG Road
B01676,2024-05-11 14:00:00,Latte,Food,G0181,377.38,2,MG Road
B01677,2024-05-08 02:00:00,Cappuccino,Beverage,G0255,229.72,2,MG Road
B01678,2023-06-16 09:00:00,Latte,Beverage,G0253,517.35,1,MG Road
B01679,2023-12-28 16:00:00,Sandwich,Food,G0257,608.2,3,Indiranagar
B01680,2023-12-02 04:00:00,Sandwich,Food,G0383,355.7,3,Koramangala
B01681,2023-12-10 06:00:00,Latte,Food,G0346,259.87,1,Koramangala
B01682,2024-04-26 07:00:00,Muffin,Food,G0087,529.7,1,Indiranagar
B01683,2023-07-23 01:00:00,Cold Brew,Food,G0090,468.62,2,Indiranagar
B01684,2023-07-20 06:00:00,Cappuccino,Food,G0237,586.59,2,MG Road
B01685,2023-12-25 00:00:00,Latte,Food,G0390,474.73,3,MG Road
B01686,2024-05-22 14:00:00,Latte,Food,G0070,218.81,1,Indiranagar
B01687,2023-09-04 09:00:00,Latte,Beverage,G0044,611.05,2,MG Road
B01688,2023-10-24 20:00:00,Cold Brew,Beverage,G0200,139.76,3,Koramangala
B01689,2023-05-12 13:00:00,Cold Brew,Beverage,G0152,232.73,3,Koramangala
B01690,2024-06-06 09:00:00,Espresso,Beverage,G0086,376.51,3,MG Road
B01691,2023-01-17 06:00:00,Sandwich,Beverage,G0019,402.47,2,MG Road
B01692,2024-05-16 21:00:00,Tea,Beverage,G0101,88.73,2,MG Road
B01693,2023-07-04 14:00:00,Muffin,Food,G0095,524.93,1,Koramangala
B01694,2024-01-03 12:00:00,Croissant,Food,G0254,286.12,1,MG Road
B01695,2023-11-17 06:00:00,Cold Brew,Beverage,G0357,311.66,3,Indiranagar
B01696,2023-06-26 08:00:00,Tea,Beverage,G0030,541.34,3,MG Road
B01697,2024-04-08 10:00:00,Cold Brew,Food,G0249,296.19,2,Indiranagar
B01698,2023-11-30 15:00:00,Muffin,Food,G0033,106.92,2,MG Road
B01699,2023-03-05 09:00:00,Croissant,Food,G0229,180.57,1,MG Road
B01700,2024-01-11 18:00:00,Espresso,Beverage,G0012,624.86,1,Koramangala
B01701,2024-06-26 06:00:00,Latte,Food,G0118,120.13,1,Indiranagar
B01702,2023-03-04 12:00:00,Espresso,Beverage,G0350,282.31,2,Indiranagar
B01703,2023-10-08 17:00:00,Cold Brew,Beverage,G0155,366.81,3,Indiranagar
B01704,2023-05-18 06:00:00,Espresso,Food,G0393,361.17,1,Koramangala
B01705,2023-07-31 21:00:00,Tea,Food,G0246,82.26,1,Indiranagar
B01706,2023-04-11 19:00:00,Cappuccino,Beverage,G0332,365.66,2,Koramangala
B01707,2024-01-16 06:00:00,Cold Brew,Food,G0247,298.75,1,MG Road
B01708,2023-05-07 18:00:00,Cold Brew,Food,G0029,634.09,3,MG Road
B01709,2023-07-07 09:00:00,Tea,Beverage,G0161,170.72,2,Indiranagar
B01710,2023-03-03 02:00:00,Sandwich,Food,G0235,281.87,1,MG Road
B01711,2023-05-29 09:00:00,Croissant,Beverage,G0190,319.1,1,MG Road
B01712,2023-01-26 14:00:00,Latte,Beverage,G0117,302.7,2,Indiranagar
B01713,2023-08-13 16:00:00,Tea,Food,G0271,459.52,2,MG Road
B01714,2023-11-17 13:00:00,Croissant,Beverage,G0258,202.84,1,Indiranagar
B01715,2024-01-26 14:00:00,Muffin,Beverage,G0180,206.01,3,Indiranagar
B01716,2023-05-15 07:00:00,Croissant,Food,G0373,495.65,2,MG Road
B01717,2023-10-25 10:00:00,Muffin,Food,G0172,365.17,3,MG Road
B01718,2023-04-22 03:00:00,Tea,Food,G0274,316.64,1,MG Road
B01719,2023-11-29 12:00:00,Cold Brew,Beverage,G0259,176.45,3,MG Road
B01720,2023-01-06 10:00:00,Cold Brew,Beverage,G0135,186.89,1,MG Road
B01721,2023-05-05 07:00:00,Sandwich,Food,G0171,86.01,1,Koramangala
B01722,2023-06-28 06:00:00,Tea,Beverage,G0210,132.11,1,MG Road
B01723,2023-10-24 22:00:00,Muffin,Food,G0236,397.4,1,Koramangala
B01724,2024-06-11 03:00:00,Croissant,Food,G0186,588.37,3,Indiranagar
B01725,2023-12-09 22:00:00,Croissant,Beverage,G0364,243.68,1,MG Road
B01726,2023-11-17 14:00:00,Muffin,Food,G0095,266.82,1,MG Road
B01727,2024-05-21 07:00:00,Espresso,Beverage,G0378,145.9,3,MG Road
B01728,2023-10-04 16:00:00,Sandwich,Beverage,G0011,301.52,2,Indiranagar
B01729,2024-05-05 19:00:00,Cappuccino,Food,G0068,101.22,3,Koramangala
B01730,2023-08-16 20:00:00,Cold Brew,Beverage,G0379,603.03,3,Koramangala
B01731,2023-02-08 08:00:00,Latte,Food,G0210,463.67,3,MG Road
B01732,2023-11-12 04:00:00,Croissant,Beverage,G0196,644.73,1,MG Road
B01733,2024-04-01 17:00:00,Latte,Beverage,G0369,583.21,1,MG Road
B01734,2024-05-27 15:00:00,Cappuccino,Beverage,G0098,349.6,1,MG Road
B01735,2023-12-28 20:00:00,Tea,Food,G0093,376.22,2,Indiranagar
B01736,2024-01-24 11:00:00,Latte,Beverage,G0022,188.63,1,MG Road
B01737,2024-05-03 01:00:00,Cappuccino,Food,G0172,343.36,2,Indiranagar
B01738,2023-12-21 06:00:00,Cold Brew,Beverage,G0383,594.73,1,MG Road
B01739,2024-01-08 02:00:00,Muffin,Beverage,G0134,108.99,3,Koramangala
B01740,2023-05-16 01:00:00,Espresso,Food,G0025,572.23,1,Koramangala
B01741,2023-01-23 17:00:00,Cold Brew,Food,G0185,274.34,2,MG Road
B01742,2024-03-19 21:00:00,Croissant,Food,G0085,592.72,2,MG Road
B01743,2023-07-01 02:00:00,Cappuccino,Food,G0055,616.3,1,Indiranagar
B01744,2024-06-27 14:00:00,Latte,Food,G0251,462.39,3,MG Road
B01745,2024-02-21 12:00:00,Croissant,Beverage,G0144,458.72,1,MG Road
B01746,2024-04-20 04:00:00,Espresso,Beverage,G0351,338.07,1,MG Road
B01747,2023-06-08 18:00:00,Muffin,Food,G0398,556.26,1,Koramangala
B01748,2023-10-28 06:00:00,Tea,Beverage,G0167,628.12,3,Indiranagar
B01749,2024-01-11 05:00:00,Croissant,Beverage,G0224,521.8,2,Koramangala
B01750,2024-05-28 04:00:00,Tea,Beverage,G0220,434.5,3,Indiranagar
B01751,2023-03-26 16:00:00,Cappuccino,Food,G0179,425.87,2,Koramangala
B01752,2024-06-15 20:00:00,Espresso,Beverage,G0119,564.2,2,MG Road
B01753,2024-06-09 05:00:00,Latte,Beverage,G0265,388.49,2,Koramangala
B01754,2023-12-18 12:00:00,Espresso,Beverage,G0150,538.2,3,Koramangala
B01755,2024-06-27 03:00:00,Espresso,Food,G0215,370.06,1,Indiranagar
B01756,2024-06-25 00:00:00,Sandwich,Beverage,G0197,115.59,1,Indiranagar
B01757,2023-01-12 07:00:00,Espresso,Beverage,G0042,298.85,1,Koramangala
B01758,2023-05-27 07:00:00,Espresso,Food,G0053,333.33,1,Indiranagar
B01759,2023-03-15 19:00:00,Cold Brew,Food,G0330,160.72,1,Indiranagar
B01760,2024-01-29 22:00:00,Croissant,Beverage,G0251,138.42,3,Indiranagar
B01761,2024-03-18 08:00:00,Latte,Beverage,G0295,385.22,3,Indiranagar
B01762,2023-07-01 17:00:00,Cold Brew,Food,G0378,128.53,3,Indiranagar
B01763,2023-10-22 13:00:00,Cold Brew,Food,G0271,252.68,3,Koramangala
B01764,2023-02-08 08:00:00,Croissant,Food,G0123,504.42,3,Indiranagar
B01765,2023-12-08 06:00:00,Croissant,Food,G0367,629.73,3,MG Road
B01766,2023-05-23 22:00:00,Cappuccino,Food,G0387,489.19,3,Koramangala
B01767,2023-07-04 19:00:00,Croissant,Food,G0339,645.8,1,Koramangala
B01768,2024-06-12 04:00:00,Sandwich,Food,G0266,478.05,2,Koramangala
B01769,2024-03-26 16:00:00,Sandwich,Beverage,G0348,247.46,3,Indiranagar
B01770,2023-06-06 16:00:00,Cold Brew,Food,G0029,463.07,2,MG Road
B01771,2023-03-27 10:00:00,Tea,Food,G0035,480.23,3,Indiranagar
B01772,2024-05-02 04:00:00,Cappuccino,Beverage,G0006,291.88,3,Koramangala
B01773,2023-02-18 13:00:00,Tea,Food,G0396,90.1,1,Koramangala
B01774,2023-12-23 23:00:00,Tea,Food,G0111,480.82,2,Koramangala
B01775,2023-03-26 17:00:00,Cold Brew,Beverage,G0294,92.37,1,Koramangala
B01776,2023-09-27 11:00:00,Muffin,Food,G0077,439.78,1,Indiranagar
B01777,2023-01-07 01:00:00,Cold Brew,Beverage,G0349,173.26,2,MG Road
B01778,2023-07-02 20:00:00,Latte,Beverage,G0147,402.39,1,MG Road
B01779,2023-11-23 08:00:00,Latte,Beverage,G0067,367.23,3,Koramangala
B01780,2023-12-26 07:00:00,Croissant,Beverage,G0392,87.7,3,MG Road
B01781,2024-01-06 16:00:00,Croissant,Food,G0008,286.83,3,Koramangala
B01782,2023-12-07 13:00:00,Muffin,Beverage,G0122,422.62,3,Koramangala
B01783,2023-04-20 16:00:00,Croissant,Beverage,G0340,563.71,3,MG Road
B01784,2023-07-07 06:00:00,Latte,Food,G0175,586.53,1,Koramangala
B01785,2023-12-02 16:00:00,Tea,Beverage,G0388,355.79,1,MG Road
B01786,2023-11-09 23:00:00,Cold Brew,Beverage,G0179,495.2,3,Koramangala
B01787,2024-01-17 11:00:00,Espresso,Beverage,G0085,260.38,3,MG Road
B01788,2024-03-10 10:00:00,Sandwich,Beverage,G0045,275.05,1,Koramangala
B01789,2024-03-02 09:00:00,Espresso,Food,G0136,190.84,2,MG Road
B01790,2023-03-18 04:00:00,Espresso,Beverage,G0343,400.31,1,Koramangala
B01791,2024-03-05 04:00:00,Latte,Food,G0016,259.3,1,Koramangala
B01792,2024-05-25 20:00:00,Espresso,Food,G0333,128.09,1,Koramangala
B01793,2024-01-16 10:00:00,Cold Brew,Beverage,G0195,470.45,1,MG Road
B01794,2023-07-20 05:00:00,Muffin,Beverage,G0009,483.42,1,Indiranagar
B01795,2023-02-03 14:00:00,Cappuccino,Beverage,G0316,285.2,2,Koramangala
B01796,2024-02-07 07:00:00,Croissant,Beverage,G0334,123.73,3,Koramangala
B01797,2023-11-08 22:00:00,Cappuccino,Food,G0333,322.99,3,MG Road
B01798,2024-04-28 15:00:00,Tea,Food,G0327,332.13,2,Koramangala
B01799,2023-12-08 18:00:00,Cold Brew,Food,G0015,461.14,3,Koramangala
B01800,2023-03-19 20:00:00,Cold Brew,Beverage,G0327,259.79,3,Koramangala
B01801,2023-11-25 06:00:00,Sandwich,Food,G0102,469.08,3,Koramangala
B01802,2024-06-28 03:00:00,Cold Brew,Beverage,G0226,576.75,2,Indiranagar
B01803,2023-08-26 02:00:00,Croissant,Beverage,G0278,215.37,2,Indiranagar
B01804,2023-11-23 03:00:00,Cold Brew,Beverage,G0113,637.98,3,Koramangala
B01805,2023-08-15 05:00:00,Espresso,Beverage,G0001,300.23,3,Koramangala
B01806,2024-01-14 04:00:00,Sandwich,Beverage,G0266,232.34,3,Koramangala
B01807,2023-05-29 12:00:00,Croissant,Food,G0208,320.26,1,Indiranagar
B01808,2023-02-27 21:00:00,Muffin,Food,G0110,133.81,1,Indiranagar
B01809,2024-04-28 01:00:00,Muffin,Beverage,G0200,151.65,1,MG Road
B01810,2023-10-31 02:00:00,Muffin,Food,G0369,316.23,2,MG Road
B01811,2024-06-05 09:00:00,Muffin,Beverage,G0306,514.59,3,Koramangala
B01812,2023-02-04 08:00:00,Espresso,Beverage,G0012,593.18,2,Koramangala
B01813,2023-04-05 09:00:00,Cold Brew,Beverage,G0345,458.95,2,Indiranagar
B01814,2023-02-09 00:00:00,Cappuccino,Food,G0188,139.98,2,Koramangala
B01815,2024-04-03 00:00:00,Croissant,Beverage,G0154,463.05,3,Koramangala
B01816,2024-03-23 17:00:00,Espresso,Beverage,G0368,442.19,1,Indiranagar
B01817,2023-09-24 18:00:00,Muffin,Food,G0334,539.29,3,Indiranagar
B01818,2023-06-10 05:00:00,Tea,Food,G0377,550.39,3,Indiranagar
B01819,2023-03-16 20:00:00,Cold Brew,Food,G0279,574.88,2,Indiranagar
B01820,2023-12-10 13:00:00,Cappuccino,Beverage,G0171,316.05,2,MG Road
B01821,2023-10-28 14:00:00,Tea,Beverage,G0134,477.78,2,Indiranagar
B01822,2023-01-31 06:00:00,Sandwich,Food,G0025,232.9,1,Indiranagar
B01823,2023-04-25 00:00:00,Tea,Beverage,G0018,649.62,1,Koramangala
B01824,2024-04-18 10:00:00,Sandwich,Food,G0190,179.94,1,Koramangala
B01825,2023-03-21 17:00:00,Sandwich,Food,G0141,85.77,3,Koramangala
B01826,2024-02-12 20:00:00,Muffin,Beverage,G0043,164.82,2,MG Road
B01827,2024-02-26 02:00:00,Sandwich,Beverage,G0334,522.25,3,Indiranagar
B01828,2023-11-16 01:00:00,Latte,Food,G0284,334.67,1,Indiranagar
B01829,2023-04-13 18:00:00,Croissant,Food,G0146,335.08,2,MG Road
B01830,2024-03-31 09:00:00,Croissant,Food,G0315,624.36,1,Indiranagar
B01831,2024-01-12 17:00:00,Muffin,Food,G0319,604.19,2,Koramangala
B01832,2024-03-05 05:00:00,Latte,Beverage,G0092,257.38,2,MG Road
B01833,2023-11-01 16:00:00,Tea,Food,G0179,199.16,3,Indiranagar
B01834,2023-12-08 10:00:00,Espresso,Food,G0056,563.63,3,MG Road
B01835,2024-06-02 15:00:00,Tea,Food,G0155,596.43,1,MG Road
B01836,2023-11-26 10:00:00,Cold Brew,Beverage,G0160,388.71,3,Indiranagar
B01837,2024-05-25 21:00:00,Espresso,Beverage,G0111,438.77,3,Koramangala
B01838,2023-07-23 04:00:00,Sandwich,Food,G0137,226.44,3,Indiranagar
B01839,2023-10-31 15:00:00,Cappuccino,Beverage,G0232,536.46,2,Indiranagar
B01840,2023-02-07 04:00:00,Espresso,Beverage,G0220,440.31,3,Koramangala
B01841,2024-03-01 22:00:00,Cappuccino,Beverage,G0068,367.0,1,Indiranagar
B01842,2024-04-18 00:00:00,Croissant,Food,G0302,114.26,2,Indiranagar
B01843,2024-03-16 08:00:00,Cappuccino,Food,G0249,602.08,2,Indiranagar
B01844,2023-07-14 19:00:00,Croissant,Beverage,G0323,430.81,3,MG Road
B01845,2023-03-22 13:00:00,Latte,Food,G0392,189.83,2,MG Road
B01846,2023-02-27 12:00:00,Latte,Food,G0006,425.64,1,MG Road
B01847,2024-05-09 17:00:00,Muffin,Beverage,G0280,466.15,1,Indiranagar
B01848,2023-02-23 18:00:00,Muffin,Beverage,G0094,379.69,2,Koramangala
B01849,2023-03-10 08:00:00,Sandwich,Food,G0269,489.32,3,MG Road
B01850,2023-11-09 02:00:00,Espresso,Beverage,G0197,411.43,3,Koramangala
B01851,2024-03-29 02:00:00,Sandwich,Food,G0025,620.23,2,Indiranagar
B01852,2024-01-18 11:00:00,Croissant,Food,G0148,110.61,1,MG Road
B01853,2023-02-20 18:00:00,Sandwich,Beverage,G0118,140.56,2,Indiranagar
B01854,2023-07-29 00:00:00,Cappuccino,Food,G0338,178.99,3,Koramangala
B01855,2023-10-14 17:00:00,Croissant,Food,G0367,473.4,3,MG Road
B01856,2024-02-02 19:00:00,Muffin,Beverage,G0338,447.99,2,MG Road
B01857,2024-06-03 01:00:00,Latte,Beverage,G0066,588.47,1,MG Road
B01858,2024-06-17 16:00:00,Muffin,Beverage,G0301,497.74,2,MG Road
B01859,2024-05-28 15:00:00,Espresso,Food,G0370,369.76,1,Koramangala
B01860,2024-02-11 08:00:00,Croissant,Beverage,G0175,645.34,1,MG Road
B01861,2024-02-05 10:00:00,Croissant,Beverage,G0319,231.68,2,Indiranagar
B01862,2023-02-09 18:00:00,Cappuccino,Beverage,G0076,554.92,2,MG Road
B01863,2024-01-18 07:00:00,Espresso,Beverage,G0114,323.27,1,Koramangala
B01864,2023-10-31 19:00:00,Latte,Food,G0111,449.78,1,MG Road
B01865,2023-02-10 14:00:00,Tea,Food,G0249,494.54,1,Koramangala
B01866,2023-06-22 05:00:00,Croissant,Beverage,G0203,441.24,1,Koramangala
B01867,2023-08-12 18:00:00,Croissant,Food,G0147,160.09,3,Indiranagar
B01868,2023-06-15 12:00:00,Cappuccino,Beverage,G0035,332.48,2,MG Road
B01869,2023-08-09 15:00:00,Sandwich,Beverage,G0309,400.02,1,MG Road
B01870,2024-01-15 09:00:00,Cold Brew,Food,G0026,563.95,2,MG Road
B01871,2024-06-14 21:00:00,Latte,Food,G0238,332.88,1,Indiranagar
B01872,2023-12-09 20:00:00,Muffin,Beverage,G0014,603.69,2,Indiranagar
B01873,2024-04-27 11:00:00,Espresso,Beverage,G0374,331.01,2,Koramangala
B01874,2024-02-17 15:00:00,Croissant,Food,G0045,392.8,1,Koramangala
B01875,2023-05-06 20:00:00,Croissant,Beverage,G0216,533.88,1,Koramangala
B01876,2024-01-10 11:00:00,Muffin,Food,G0233,412.35,2,Indiranagar
B01877,2023-06-18 04:00:00,Latte,Beverage,G0193,627.32,2,Indiranagar
B01878,2023-07-31 04:00:00,Cold Brew,Beverage,G0051,456.39,2,Indiranagar
B01879,2024-06-20 16:00:00,Sandwich,Food,G0375,377.94,3,Koramangala
B01880,2023-08-07 01:00:00,Croissant,Food,G0214,93.45,1,Indiranagar
B01881,2024-04-15 23:00:00,Cold Brew,Food,G0151,315.83,3,Koramangala
B01882,2024-02-01 12:00:00,Latte,Food,G0275,250.57,3,Koramangala
B01883,2023-01-14 05:00:00,Muffin,Food,G0338,506.42,1,MG Road
B01884,2023-04-10 20:00:00,Cappuccino,Food,G0076,198.72,1,MG Road
B01885,2023-04-01 02:00:00,Sandwich,Food,G0220,196.98,3,MG Road
B01886,2023-04-25 09:00:00,Espresso,Beverage,G0348,188.03,1,Koramangala
B01887,2023-03-08 07:00:00,Croissant,Beverage,G0187,151.6,2,MG Road
B01888,2024-04-15 23:00:00,Latte,Beverage,G0289,257.27,2,MG Road
B01889,2023-09-15 15:00:00,Cappuccino,Food,G0028,584.98,3,MG Road
B01890,2023-06-13 18:00:00,Espresso,Food,G0379,521.71,3,Indiranagar
B01891,2024-02-29 12:00:00,Tea,Food,G0180,499.09,1,Koramangala
B01892,2023-02-24 16:00:00,Latte,Beverage,G0253,534.48,1,MG Road
B01893,2024-01-30 21:00:00,Latte,Food,G0126,233.57,3,Indiranagar
B01894,2023-06-29 15:00:00,Espresso,Food,G0177,585.84,3,Indiranagar
B01895,2023-11-01 18:00:00,Cappuccino,Beverage,G0037,158.26,2,Indiranagar
B01896,2023-04-10 07:00:00,Tea,Food,G0099,271.72,2,MG Road
B01897,2023-05-15 23:00:00,Cold Brew,Beverage,G0098,414.45,1,Indiranagar
B01898,2023-03-31 03:00:00,Cold Brew,Beverage,G0127,138.66,2,Koramangala
B01899,2023-03-13 00:00:00,Muffin,Food,G0168,496.17,1,Indiranagar
B01900,2023-10-16 12:00:00,Cappuccino,Food,G0080,300.73,1,Indiranagar
B01901,2023-01-16 02:00:00,Sandwich,Food,G0294,527.11,1,Indiranagar
B01902,2023-04-19 12:00:00,Croissant,Beverage,G0333,360.95,2,Indiranagar
B01903,2024-02-17 20:00:00,Espresso,Beverage,G0126,183.1,3,Koramangala
B01904,2024-06-10 19:00:00,Muffin,Beverage,G0343,498.81,3,MG Road
B01905,2023-06-28 14:00:00,Tea,Food,G0310,223.72,2,Koramangala
B01906,2023-06-05 18:00:00,Espresso,Food,G0150,359.76,3,Koramangala
B01907,2023-04-13 21:00:00,Espresso,Food,G0016,123.05,1,MG Road
B01908,2023-07-19 19:00:00,Cappuccino,Food,G0028,432.18,3,Indiranagar
B01909,2023-09-14 06:00:00,Croissant,Beverage,G0173,459.54,2,MG Road
B01910,2023-01-24 04:00:00,Sandwich,Beverage,G0046,295.84,3,MG Road
B01911,2024-01-11 17:00:00,Cold Brew,Beverage,G0328,624.02,1,Koramangala
B01912,2023-04-28 00:00:00,Latte,Beverage,G0236,578.28,1,MG Road
B01913,2023-08-03 14:00:00,Latte,Food,G0214,483.53,2,Indiranagar
B01914,2024-06-13 17:00:00,Espresso,Food,G0085,486.78,2,Koramangala
B01915,2023-11-12 01:00:00,Cold Brew,Food,G0282,223.87,2,Indiranagar
B01916,2023-04-24 07:00:00,Cold Brew,Beverage,G0232,454.38,1,Koramangala
B01917,2023-09-29 02:00:00,Croissant,Beverage,G0085,192.98,3,Indiranagar
B01918,2024-05-02 12:00:00,Tea,Food,G0065,162.08,3,MG Road
B01919,2023-06-05 21:00:00,Tea,Food,G0134,649.7,2,MG Road
B01920,2024-02-11 22:00:00,Muffin,Beverage,G0151,434.75,3,MG Road
B01921,2023-06-16 14:00:00,Cappuccino,Food,G0115,325.66,3,Indiranagar
B01922,2024-03-06 01:00:00,Croissant,Beverage,G0064,244.25,2,Koramangala
B01923,2023-04-11 03:00:00,Croissant,Beverage,G0343,424.23,2,Koramangala
B01924,2024-04-25 01:00:00,Cappuccino,Beverage,G0363,108.27,1,Koramangala
B01925,2024-01-01 20:00:00,Cold Brew,Food,G0352,133.97,1,MG Road
B01926,2024-03-01 04:00:00,Tea,Food,G0158,98.73,1,Indiranagar
B01927,2024-02-10 19:00:00,Tea,Beverage,G0077,364.53,1,Koramangala
B01928,2023-01-13 06:00:00,Cold Brew,Food,G0146,422.35,3,Indiranagar
B01929,2024-02-29 01:00:00,Tea,Beverage,G0343,115.61,3,Koramangala
B01930,2023-08-11 15:00:00,Espresso,Beverage,G0225,491.1,1,MG Road
B01931,2024-04-16 05:00:00,Croissant,Beverage,G0313,211.33,1,Indiranagar
B01932,2024-02-16 18:00:00,Latte,Beverage,G0103,470.56,2,Koramangala
B01933,2023-02-17 08:00:00,Cappuccino,Food,G0347,639.68,3,Koramangala
B01934,2023-03-28 00:00:00,Tea,Beverage,G0301,473.93,3,Koramangala
B01935,2024-06-10 23:00:00,Muffin,Beverage,G0088,583.42,1,Koramangala
B01936,2023-10-20 01:00:00,Tea,Food,G0371,620.47,3,MG Road
B01937,2024-06-25 03:00:00,Tea,Beverage,G0303,357.45,2,Koramangala
B01938,2023-07-09 07:00:00,Sandwich,Beverage,G0168,480.33,2,Koramangala
B01939,2024-06-24 02:00:00,Espresso,Food,G0170,565.62,3,MG Road
B01940,2023-02-11 23:00:00,Cappuccino,Food,G0135,283.27,1,Koramangala
B01941,2023-08-15 21:00:00,Sandwich,Food,G0050,229.0,3,Indiranagar
B01942,2024-03-22 02:00:00,Sandwich,Beverage,G0340,619.56,2,Indiranagar
B01943,2024-05-03 06:00:00,Muffin,Food,G0347,493.99,1,Koramangala
B01944,2024-06-20 09:00:00,Croissant,Food,G0134,205.22,3,MG Road
B01945,2023-08-12 00:00:00,Muffin,Beverage,G0347,335.98,1,MG Road
B01946,2024-01-29 07:00:00,Croissant,Beverage,G0137,533.98,1,MG Road
B01947,2024-05-18 22:00:00,Croissant,Beverage,G0245,391.83,2,Koramangala
B01948,2023-03-01 19:00:00,Cappuccino,Beverage,G0109,450.47,1,Koramangala
B01949,2023-01-24 19:00:00,Tea,Beverage,G0313,509.65,3,Indiranagar
B01950,2023-04-10 06:00:00,Cappuccino,Food,G0287,434.55,1,MG Road
B01951,2024-01-29 05:00:00,Espresso,Food,G0021,387.85,1,Koramangala
B01952,2024-03-04 04:00:00,Croissant,Food,G0090,507.28,3,Koramangala
B01953,2023-07-31 20:00:00,Sandwich,Beverage,G0296,494.71,2,Koramangala
B01954,2023-01-12 13:00:00,Tea,Beverage,G0112,439.03,2,MG Road
B01955,2023-10-22 03:00:00,Latte,Beverage,G0301,285.08,3,MG Road
B01956,2023-03-20 15:00:00,Espresso,Food,G0077,311.31,3,Indiranagar
B01957,2024-06-16 03:00:00,Cappuccino,Food,G0177,633.15,2,MG Road
B01958,2023-02-22 17:00:00,Muffin,Beverage,G0343,144.06,1,Koramangala
B01959,2023-11-09 03:00:00,Espresso,Food,G0148,233.05,3,Indiranagar
B01960,2024-06-26 10:00:00,Espresso,Beverage,G0101,360.67,1,MG Road
B01961,2023-02-13 08:00:00,Tea,Food,G0246,556.94,3,MG Road
B01962,2024-01-15 13:00:00,Espresso,Food,G0117,173.3,2,MG Road
B01963,2023-12-03 09:00:00,Espresso,Food,G0092,237.86,1,MG Road
B01964,2024-01-14 05:00:00,Latte,Beverage,G0028,117.5,1,Koramangala
B01965,2023-04-25 16:00:00,Cold Brew,Food,G0025,482.41,3,MG Road
B01966,2023-12-09 05:00:00,Muffin,Food,G0058,215.78,1,Koramangala
B01967,2023-07-10 09:00:00,Muffin,Beverage,G0297,301.54,3,Koramangala
B01968,2024-04-19 07:00:00,Muffin,Food,G0134,332.91,2,Koramangala
B01969,2023-09-22 17:00:00,Croissant,Beverage,G0331,588.05,1,Indiranagar
B01970,2023-04-09 01:00:00,Sandwich,Beverage,G0249,314.46,3,Koramangala
